"year","country.name","gdppc_1990","ccode"
1,"AUSTRIA",NA,305
730,"AUSTRIA",NA,305
1000,"AUSTRIA",NA,305
1150,"AUSTRIA",NA,305
1280,"AUSTRIA",NA,305
1300,"AUSTRIA",NA,305
1348,"AUSTRIA",NA,305
1400,"AUSTRIA",NA,305
1450,"AUSTRIA",NA,305
1500,"AUSTRIA",NA,305
1550,"AUSTRIA",NA,305
1570,"AUSTRIA",NA,305
1600,"AUSTRIA",NA,305
1650,"AUSTRIA",NA,305
1700,"AUSTRIA",NA,305
1720,"AUSTRIA",NA,305
1750,"AUSTRIA",NA,305
1775,"AUSTRIA",NA,305
1800,"AUSTRIA",NA,305
1801,"AUSTRIA",NA,305
1802,"AUSTRIA",NA,305
1803,"AUSTRIA",NA,305
1804,"AUSTRIA",NA,305
1805,"AUSTRIA",NA,305
1806,"AUSTRIA",NA,305
1807,"AUSTRIA",NA,305
1808,"AUSTRIA",NA,305
1809,"AUSTRIA",NA,305
1810,"AUSTRIA",NA,305
1811,"AUSTRIA",NA,305
1812,"AUSTRIA",NA,305
1813,"AUSTRIA",NA,305
1814,"AUSTRIA",NA,305
1815,"AUSTRIA",NA,305
1816,"AUSTRIA",NA,305
1817,"AUSTRIA",NA,305
1818,"AUSTRIA",NA,305
1819,"AUSTRIA",NA,305
1820,"AUSTRIA",1218.16562778272,305
1821,"AUSTRIA",NA,305
1822,"AUSTRIA",NA,305
1823,"AUSTRIA",NA,305
1824,"AUSTRIA",NA,305
1825,"AUSTRIA",NA,305
1826,"AUSTRIA",NA,305
1827,"AUSTRIA",NA,305
1828,"AUSTRIA",NA,305
1829,"AUSTRIA",NA,305
1830,"AUSTRIA",1398.53024307518,305
1831,"AUSTRIA",NA,305
1832,"AUSTRIA",NA,305
1833,"AUSTRIA",NA,305
1834,"AUSTRIA",NA,305
1835,"AUSTRIA",NA,305
1836,"AUSTRIA",NA,305
1837,"AUSTRIA",NA,305
1838,"AUSTRIA",NA,305
1839,"AUSTRIA",NA,305
1840,"AUSTRIA",1514.53175457481,305
1841,"AUSTRIA",NA,305
1842,"AUSTRIA",NA,305
1843,"AUSTRIA",NA,305
1844,"AUSTRIA",NA,305
1845,"AUSTRIA",NA,305
1846,"AUSTRIA",NA,305
1847,"AUSTRIA",NA,305
1848,"AUSTRIA",NA,305
1849,"AUSTRIA",NA,305
1850,"AUSTRIA",1650.37974683544,305
1851,"AUSTRIA",NA,305
1852,"AUSTRIA",NA,305
1853,"AUSTRIA",NA,305
1854,"AUSTRIA",NA,305
1855,"AUSTRIA",NA,305
1856,"AUSTRIA",NA,305
1857,"AUSTRIA",NA,305
1858,"AUSTRIA",NA,305
1859,"AUSTRIA",NA,305
1860,"AUSTRIA",1777.5678866588,305
1861,"AUSTRIA",NA,305
1862,"AUSTRIA",NA,305
1863,"AUSTRIA",NA,305
1864,"AUSTRIA",NA,305
1865,"AUSTRIA",NA,305
1866,"AUSTRIA",NA,305
1867,"AUSTRIA",NA,305
1868,"AUSTRIA",NA,305
1869,"AUSTRIA",NA,305
1870,"AUSTRIA",1862.59048672566,305
1871,"AUSTRIA",1979.0957913196,305
1872,"AUSTRIA",1976.32232841008,305
1873,"AUSTRIA",1913.02819629789,305
1874,"AUSTRIA",1980.92918088737,305
1875,"AUSTRIA",1973.25539112051,305
1876,"AUSTRIA",2000.1167225482,305
1877,"AUSTRIA",2050.44049844237,305
1878,"AUSTRIA",2100.3057442866,305
1879,"AUSTRIA",2067.93876301286,305
1880,"AUSTRIA",2078.8378870674,305
1881,"AUSTRIA",2145.1667001003,305
1882,"AUSTRIA",2139.962027833,305
1883,"AUSTRIA",2208.78384236453,305
1884,"AUSTRIA",2248.47510251904,305
1885,"AUSTRIA",2215.2706155633,305
1886,"AUSTRIA",2267.70990023024,305
1887,"AUSTRIA",2404.43009320905,305
1888,"AUSTRIA",2379.15104657741,305
1889,"AUSTRIA",2337.20699326851,305
1890,"AUSTRIA",2443.35595105673,305
1891,"AUSTRIA",2506.14799853103,305
1892,"AUSTRIA",2535.12808866279,305
1893,"AUSTRIA",2525.10318173647,305
1894,"AUSTRIA",2644.59871931697,305
1895,"AUSTRIA",2687.78186619718,305
1896,"AUSTRIA",2701.01254573968,305
1897,"AUSTRIA",2730.15263884098,305
1898,"AUSTRIA",2855.28739754098,305
1899,"AUSTRIA",2886.27692307692,305
1900,"AUSTRIA",2881.80713209443,305
1901,"AUSTRIA",2863.85865782933,305
1902,"AUSTRIA",2945.31333005411,305
1903,"AUSTRIA",2940.88627514601,305
1904,"AUSTRIA",2955.85019267823,305
1905,"AUSTRIA",3089.77733630006,305
1906,"AUSTRIA",3176.23265691364,305
1907,"AUSTRIA",3338.14265690702,305
1908,"AUSTRIA",3319.66353122591,305
1909,"AUSTRIA",3275.97938931298,305
1910,"AUSTRIA",3290.37314786816,305
1911,"AUSTRIA",3365.21322537112,305
1912,"AUSTRIA",3505.09443783462,305
1913,"AUSTRIA",3465.49431062509,305
1914,"AUSTRIA",2875.62952856723,305
1915,"AUSTRIA",2652.9919834659,305
1916,"AUSTRIA",2627.59189952904,305
1917,"AUSTRIA",2586.30041056953,305
1918,"AUSTRIA",2554.81386311028,305
1919,"AUSTRIA",2258.9981975968,305
1920,"AUSTRIA",2412.31045701007,305
1921,"AUSTRIA",2650.1360701107,305
1922,"AUSTRIA",2877.48943014706,305
1923,"AUSTRIA",2842.21962402568,305
1924,"AUSTRIA",3162.77583053947,305
1925,"AUSTRIA",3366.93938012762,305
1926,"AUSTRIA",3413.05633802817,305
1927,"AUSTRIA",3505.43409331119,305
1928,"AUSTRIA",3657.26870389884,305
1929,"AUSTRIA",3698.52956182473,305
1930,"AUSTRIA",3585.71543985637,305
1931,"AUSTRIA",3287.68680089485,305
1932,"AUSTRIA",2939.65695167286,305
1933,"AUSTRIA",2833.17002668248,305
1934,"AUSTRIA",2851.58609467456,305
1935,"AUSTRIA",2906.66144061529,305
1936,"AUSTRIA",2994.7044983723,305
1937,"AUSTRIA",3155.7304219097,305
1938,"AUSTRIA",3559.49577965349,305
1939,"AUSTRIA",4095.90590710958,305
1940,"AUSTRIA",3959.21431767338,305
1941,"AUSTRIA",4217.35552260934,305
1942,"AUSTRIA",3982.83237505529,305
1943,"AUSTRIA",4064.6562867215,305
1944,"AUSTRIA",4152.13784021071,305
1945,"AUSTRIA",1724.5918517429,305
1946,"AUSTRIA",1956.48342857143,305
1947,"AUSTRIA",2166.46736479702,305
1948,"AUSTRIA",2764.49396204715,305
1949,"AUSTRIA",3293.20538672044,305
1950,"AUSTRIA",3706.07489437787,305
1951,"AUSTRIA",3959.36760277017,305
1952,"AUSTRIA",3967.22063024014,305
1953,"AUSTRIA",4137.04584634394,305
1954,"AUSTRIA",4554.76196754305,305
1955,"AUSTRIA",5053.3440527661,305
1956,"AUSTRIA",5396.72936912493,305
1957,"AUSTRIA",5716.16426399612,305
1958,"AUSTRIA",5906.66744139917,305
1959,"AUSTRIA",6051.18292820798,305
1960,"AUSTRIA",6518.54000255696,305
1961,"AUSTRIA",6826.97695934084,305
1962,"AUSTRIA",6949.64167619467,305
1963,"AUSTRIA",7186.22605862947,305
1964,"AUSTRIA",7566.93048438073,305
1965,"AUSTRIA",7734.12989800835,305
1966,"AUSTRIA",8112.32785937739,305
1967,"AUSTRIA",8296.73533868384,305
1968,"AUSTRIA",8620.56991373227,305
1969,"AUSTRIA",9131.09767364977,305
1970,"AUSTRIA",9747.44364803084,305
1971,"AUSTRIA",10200.1444707153,305
1972,"AUSTRIA",10770.6568263491,305
1973,"AUSTRIA",11234.604273729,305
1974,"AUSTRIA",11657.7914204403,305
1975,"AUSTRIA",11646.408457794,305
1976,"AUSTRIA",12201.0038959623,305
1977,"AUSTRIA",12766.716478847,305
1978,"AUSTRIA",12730.6423107769,305
1979,"AUSTRIA",13448.0440563354,305
1980,"AUSTRIA",13759.1790005951,305
1981,"AUSTRIA",13717.9232451453,305
1982,"AUSTRIA",13961.1093002375,305
1983,"AUSTRIA",14393.9490229973,305
1984,"AUSTRIA",14439.382314209,305
1985,"AUSTRIA",14752.4212357615,305
1986,"AUSTRIA",15080.7809792552,305
1987,"AUSTRIA",15312.6382538476,305
1988,"AUSTRIA",15754.3806138879,305
1989,"AUSTRIA",16359.8943399729,305
1990,"AUSTRIA",16894.580438822,305
1991,"AUSTRIA",17262.6310686814,305
1992,"AUSTRIA",17409.0426116587,305
1993,"AUSTRIA",17339.4537215532,305
1994,"AUSTRIA",17669.8365875474,305
1995,"AUSTRIA",18096.4270580794,305
1996,"AUSTRIA",18511.9311238889,305
1997,"AUSTRIA",18918.1623518565,305
1998,"AUSTRIA",19613.0762432198,305
1999,"AUSTRIA",20268.2193087362,305
2000,"AUSTRIA",20961.7226295725,305
2001,"AUSTRIA",21093.9226655222,305
2002,"AUSTRIA",21407.4427703413,305
2003,"AUSTRIA",21554.8534423828,305
2004,"AUSTRIA",22080.3032749585,305
2005,"AUSTRIA",22582.9469411792,305
2006,"AUSTRIA",23388.2908086045,305
2007,"AUSTRIA",24234.638002483,305
2008,"AUSTRIA",24565.4844964311,305
2009,"AUSTRIA",23622.5816902712,305
2010,"AUSTRIA",24095.6762468713,305
1,"BELGIUM",600,211
730,"BELGIUM",NA,211
1000,"BELGIUM",NA,211
1150,"BELGIUM",NA,211
1280,"BELGIUM",NA,211
1300,"BELGIUM",NA,211
1348,"BELGIUM",NA,211
1400,"BELGIUM",NA,211
1450,"BELGIUM",NA,211
1500,"BELGIUM",1467.15105003844,211
1550,"BELGIUM",1511.81885051603,211
1570,"BELGIUM",NA,211
1600,"BELGIUM",1589.29175418242,211
1650,"BELGIUM",1445.12831205839,211
1700,"BELGIUM",1374.61418389682,211
1720,"BELGIUM",NA,211
1750,"BELGIUM",1360.93518311894,211
1775,"BELGIUM",NA,211
1800,"BELGIUM",NA,211
1801,"BELGIUM",NA,211
1802,"BELGIUM",NA,211
1803,"BELGIUM",NA,211
1804,"BELGIUM",NA,211
1805,"BELGIUM",NA,211
1806,"BELGIUM",NA,211
1807,"BELGIUM",NA,211
1808,"BELGIUM",NA,211
1809,"BELGIUM",NA,211
1810,"BELGIUM",NA,211
1811,"BELGIUM",NA,211
1812,"BELGIUM",1478.91041268099,211
1813,"BELGIUM",NA,211
1814,"BELGIUM",NA,211
1815,"BELGIUM",NA,211
1816,"BELGIUM",NA,211
1817,"BELGIUM",NA,211
1818,"BELGIUM",NA,211
1819,"BELGIUM",NA,211
1820,"BELGIUM",NA,211
1821,"BELGIUM",NA,211
1822,"BELGIUM",NA,211
1823,"BELGIUM",NA,211
1824,"BELGIUM",NA,211
1825,"BELGIUM",NA,211
1826,"BELGIUM",NA,211
1827,"BELGIUM",NA,211
1828,"BELGIUM",NA,211
1829,"BELGIUM",NA,211
1830,"BELGIUM",NA,211
1831,"BELGIUM",NA,211
1832,"BELGIUM",NA,211
1833,"BELGIUM",NA,211
1834,"BELGIUM",NA,211
1835,"BELGIUM",NA,211
1836,"BELGIUM",NA,211
1837,"BELGIUM",NA,211
1838,"BELGIUM",NA,211
1839,"BELGIUM",NA,211
1840,"BELGIUM",NA,211
1841,"BELGIUM",NA,211
1842,"BELGIUM",NA,211
1843,"BELGIUM",NA,211
1844,"BELGIUM",NA,211
1845,"BELGIUM",NA,211
1846,"BELGIUM",1693.90130353818,211
1847,"BELGIUM",1761.59704592661,211
1848,"BELGIUM",1753.60329444063,211
1849,"BELGIUM",1790.38112522686,211
1850,"BELGIUM",1846.70712519667,211
1851,"BELGIUM",1885.63770381952,211
1852,"BELGIUM",1923.65734576121,211
1853,"BELGIUM",1961.62329069255,211
1854,"BELGIUM",2069.69099276792,211
1855,"BELGIUM",2070.77526132404,211
1856,"BELGIUM",2169.66024669985,211
1857,"BELGIUM",2211.35239733391,211
1858,"BELGIUM",2211.53846153846,211
1859,"BELGIUM",2197.45222929936,211
1860,"BELGIUM",2292.61603375527,211
1861,"BELGIUM",2310.22203602849,211
1862,"BELGIUM",2353.9197338324,211
1863,"BELGIUM",2403.7985136251,211
1864,"BELGIUM",2466.07911457266,211
1865,"BELGIUM",2448.01627670397,211
1866,"BELGIUM",2502.62626262626,211
1867,"BELGIUM",2497.39269955876,211
1868,"BELGIUM",2569.18176388612,211
1869,"BELGIUM",2662.55716842315,211
1870,"BELGIUM",2691.52276295133,211
1871,"BELGIUM",2682.46486276037,211
1872,"BELGIUM",2823.64696794129,211
1873,"BELGIUM",2820.05844031424,211
1874,"BELGIUM",2889.77190648166,211
1875,"BELGIUM",2860.78502734301,211
1876,"BELGIUM",2874.61646398503,211
1877,"BELGIUM",2884.48405635892,211
1878,"BELGIUM",2942.25744211687,211
1879,"BELGIUM",2944.91988346686,211
1880,"BELGIUM",3064.82133188955,211
1881,"BELGIUM",3069.67606136283,211
1882,"BELGIUM",3136.05676009166,211
1883,"BELGIUM",3144.53414634146,211
1884,"BELGIUM",3136.10487342862,211
1885,"BELGIUM",3137.81313818924,211
1886,"BELGIUM",3153.27234330123,211
1887,"BELGIUM",3249.89147936934,211
1888,"BELGIUM",3247.08523389379,211
1889,"BELGIUM",3378.50008263097,211
1890,"BELGIUM",3427.84809711286,211
1891,"BELGIUM",3395.28049967554,211
1892,"BELGIUM",3441.83293211363,211
1893,"BELGIUM",3455.48111111111,211
1894,"BELGIUM",3468.28901098901,211
1895,"BELGIUM",3511.50069886628,211
1896,"BELGIUM",3551.49538035109,211
1897,"BELGIUM",3586.4266951741,211
1898,"BELGIUM",3614.7919442762,211
1899,"BELGIUM",3656.15295706995,211
1900,"BELGIUM",3731.05000744158,211
1901,"BELGIUM",3719.358035583,211
1902,"BELGIUM",3739.37505432421,211
1903,"BELGIUM",3772.3527225954,211
1904,"BELGIUM",3820.83530906012,211
1905,"BELGIUM",3881.64,211
1906,"BELGIUM",3917.4721686415,211
1907,"BELGIUM",3932.06922867266,211
1908,"BELGIUM",3932.62002428822,211
1909,"BELGIUM",3970.92083444771,211
1910,"BELGIUM",4063.86689783942,211
1911,"BELGIUM",4148.26499933484,211
1912,"BELGIUM",4206.38853754941,211
1913,"BELGIUM",4219.54082963736,211
1914,"BELGIUM",3923.33251327204,211
1915,"BELGIUM",3858.07939167418,211
1916,"BELGIUM",4080.43468178305,211
1917,"BELGIUM",3519.11062233148,211
1918,"BELGIUM",2861.27976501306,211
1919,"BELGIUM",3389.41990036707,211
1920,"BELGIUM",3961.99351165254,211
1921,"BELGIUM",4056.30690298507,211
1922,"BELGIUM",4413.47919693568,211
1923,"BELGIUM",4533.240340537,211
1924,"BELGIUM",4637.78837420527,211
1925,"BELGIUM",4665.55264172773,211
1926,"BELGIUM",4783.5951045385,211
1927,"BELGIUM",4923.25923582996,211
1928,"BELGIUM",5139.47063253012,211
1929,"BELGIUM",5054.21875,211
1930,"BELGIUM",4978.61825160971,211
1931,"BELGIUM",4860.40942653212,211
1932,"BELGIUM",4607.4519912045,211
1933,"BELGIUM",4680.50990159154,211
1934,"BELGIUM",4623.79653836843,211
1935,"BELGIUM",4894.20101351351,211
1936,"BELGIUM",4913.32062537583,211
1937,"BELGIUM",4960.95854301462,211
1938,"BELGIUM",4832.34977310724,211
1939,"BELGIUM",5149.61773117255,211
1940,"BELGIUM",4561.75641025641,211
1941,"BELGIUM",4358.01172063799,211
1942,"BELGIUM",3996.79798714684,211
1943,"BELGIUM",3906.60080077651,211
1944,"BELGIUM",4112.13822216862,211
1945,"BELGIUM",4332.84554502938,211
1946,"BELGIUM",4573.50316720449,211
1947,"BELGIUM",4800.37136094675,211
1948,"BELGIUM",5023.85917961902,211
1949,"BELGIUM",5193.394590202,211
1950,"BELGIUM",5462.20447349801,211
1951,"BELGIUM",5746.92114409292,211
1952,"BELGIUM",5668.23646783855,211
1953,"BELGIUM",5818.15207397054,211
1954,"BELGIUM",6029.10862214804,211
1955,"BELGIUM",6280.22292445995,211
1956,"BELGIUM",6422.45579119763,211
1957,"BELGIUM",6494.63556518548,211
1958,"BELGIUM",6441.8300514973,211
1959,"BELGIUM",6608.28106812055,211
1960,"BELGIUM",6952.08746860846,211
1961,"BELGIUM",7252.8311767658,211
1962,"BELGIUM",7583.09468020481,211
1963,"BELGIUM",7862.45973866488,211
1964,"BELGIUM",8340.77079107505,211
1965,"BELGIUM",8559.39289380934,211
1966,"BELGIUM",8775.95237594396,211
1967,"BELGIUM",9071.83592319364,211
1968,"BELGIUM",9415.52482846358,211
1969,"BELGIUM",10018.2050828591,211
1970,"BELGIUM",10610.8240469817,211
1971,"BELGIUM",10969.5528560352,211
1972,"BELGIUM",11502.5079564532,211
1973,"BELGIUM",12169.9663189025,211
1974,"BELGIUM",12642.9697577756,211
1975,"BELGIUM",12440.7849062768,211
1976,"BELGIUM",13122.3116909591,211
1977,"BELGIUM",13189.9448166324,211
1978,"BELGIUM",13553.9233140381,211
1979,"BELGIUM",13860.6514048713,211
1980,"BELGIUM",14467.4411991713,211
1981,"BELGIUM",14278.7544151679,211
1982,"BELGIUM",14474.4941384209,211
1983,"BELGIUM",14473.9191843759,211
1984,"BELGIUM",14832.628129027,211
1985,"BELGIUM",14977.379237589,211
1986,"BELGIUM",15195.4004339979,211
1987,"BELGIUM",15540.9211566128,211
1988,"BELGIUM",16251.7199514367,211
1989,"BELGIUM",16743.919642549,211
1990,"BELGIUM",17196.9775240212,211
1991,"BELGIUM",17450.6306668306,211
1992,"BELGIUM",17645.19760851,211
1993,"BELGIUM",17406.4923359738,211
1994,"BELGIUM",17901.6676034856,211
1995,"BELGIUM",18269.833173485,211
1996,"BELGIUM",18487.3567260999,211
1997,"BELGIUM",19138.659717504,211
1998,"BELGIUM",19474.9110064275,211
1999,"BELGIUM",20127.5765314596,211
2000,"BELGIUM",20809.3586863115,211
2001,"BELGIUM",20920.2511154641,211
2002,"BELGIUM",21162.9746789411,211
2003,"BELGIUM",21294.7897649945,211
2004,"BELGIUM",21954.9480686646,211
2005,"BELGIUM",22304.6903869885,211
2006,"BELGIUM",22867.0218044584,211
2007,"BELGIUM",23496.5421281092,211
2008,"BELGIUM",23701.2961423306,211
2009,"BELGIUM",23020.2720479646,211
2010,"BELGIUM",23556.8230985975,211
1,"DENMARK",NA,390
730,"DENMARK",NA,390
1000,"DENMARK",NA,390
1150,"DENMARK",NA,390
1280,"DENMARK",NA,390
1300,"DENMARK",NA,390
1348,"DENMARK",NA,390
1400,"DENMARK",NA,390
1450,"DENMARK",NA,390
1500,"DENMARK",NA,390
1550,"DENMARK",NA,390
1570,"DENMARK",NA,390
1600,"DENMARK",NA,390
1650,"DENMARK",NA,390
1700,"DENMARK",NA,390
1720,"DENMARK",NA,390
1750,"DENMARK",NA,390
1775,"DENMARK",NA,390
1800,"DENMARK",NA,390
1801,"DENMARK",NA,390
1802,"DENMARK",NA,390
1803,"DENMARK",NA,390
1804,"DENMARK",NA,390
1805,"DENMARK",NA,390
1806,"DENMARK",NA,390
1807,"DENMARK",NA,390
1808,"DENMARK",NA,390
1809,"DENMARK",NA,390
1810,"DENMARK",NA,390
1811,"DENMARK",NA,390
1812,"DENMARK",NA,390
1813,"DENMARK",NA,390
1814,"DENMARK",NA,390
1815,"DENMARK",NA,390
1816,"DENMARK",NA,390
1817,"DENMARK",NA,390
1818,"DENMARK",NA,390
1819,"DENMARK",NA,390
1820,"DENMARK",1273.59307359307,390
1821,"DENMARK",1320.47986289632,390
1822,"DENMARK",1326.54792196777,390
1823,"DENMARK",1307.69230769231,390
1824,"DENMARK",1328.11211871393,390
1825,"DENMARK",1321.66123778502,390
1826,"DENMARK",1324.21560740145,390
1827,"DENMARK",1349.00398406375,390
1828,"DENMARK",1356.52173913043,390
1829,"DENMARK",1323.62204724409,390
1830,"DENMARK",1329.9293008641,390
1831,"DENMARK",1318.43137254902,390
1832,"DENMARK",1354.23197492163,390
1833,"DENMARK",1336.44859813084,390
1834,"DENMARK",1396.9111969112,390
1835,"DENMARK",1376.72281776417,390
1836,"DENMARK",1367.30038022814,390
1837,"DENMARK",1391.69811320755,390
1838,"DENMARK",1390.26217228464,390
1839,"DENMARK",1394.95174461767,390
1840,"DENMARK",1428.15033161385,390
1841,"DENMARK",1413.56673960613,390
1842,"DENMARK",1407.2202166065,390
1843,"DENMARK",1475.57471264368,390
1844,"DENMARK",1526.87411598303,390
1845,"DENMARK",1551.04895104895,390
1846,"DENMARK",1568.5595567867,390
1847,"DENMARK",1547.39010989011,390
1848,"DENMARK",1612.24489795918,390
1849,"DENMARK",1691.37466307278,390
1850,"DENMARK",1767.17811874583,390
1851,"DENMARK",1661.83256427159,390
1852,"DENMARK",1702.47395833333,390
1853,"DENMARK",1692.01030927835,390
1854,"DENMARK",1681.32568514978,390
1855,"DENMARK",1842.76729559748,390
1856,"DENMARK",1715.88089330025,390
1857,"DENMARK",1721.54222766218,390
1858,"DENMARK",1687.84029038113,390
1859,"DENMARK",1778.37514934289,390
1860,"DENMARK",1741.15566037736,390
1861,"DENMARK",1747.2335468841,390
1862,"DENMARK",1778.60839562967,390
1863,"DENMARK",1869.39239068711,390
1864,"DENMARK",1832.86437816545,390
1865,"DENMARK",1874.93051695386,390
1866,"DENMARK",1859.42668136714,390
1867,"DENMARK",1840.15275504637,390
1868,"DENMARK",1853.13174946004,390
1869,"DENMARK",1940.13896312133,390
1870,"DENMARK",2003.1779661017,390
1871,"DENMARK",1993.0373095113,390
1872,"DENMARK",2086.97080291971,390
1873,"DENMARK",2056.57364341085,390
1874,"DENMARK",2096.29989764585,390
1875,"DENMARK",2111.60162189559,390
1876,"DENMARK",2130.33099297894,390
1877,"DENMARK",2046.15156017831,390
1878,"DENMARK",2102.08516886931,390
1879,"DENMARK",2148.54651162791,390
1880,"DENMARK",2181.4656415185,390
1881,"DENMARK",2182.91765825797,390
1882,"DENMARK",2240.41981132075,390
1883,"DENMARK",2299.05007019186,390
1884,"DENMARK",2285.375,390
1885,"DENMARK",2274.20860018298,390
1886,"DENMARK",2336.10935381835,390
1887,"DENMARK",2394.5149754135,390
1888,"DENMARK",2388.80815241471,390
1889,"DENMARK",2399.6309314587,390
1890,"DENMARK",2523.24324324324,390
1891,"DENMARK",2555.17957594115,390
1892,"DENMARK",2597.79114740009,390
1893,"DENMARK",2628.73720136519,390
1894,"DENMARK",2657.42712294043,390
1895,"DENMARK",2770.225281602,390
1896,"DENMARK",2835.79077429983,390
1897,"DENMARK",2862.9894394801,390
1898,"DENMARK",2869.59551461754,390
1899,"DENMARK",2952.09486166008,390
1900,"DENMARK",3016.61069894572,390
1901,"DENMARK",3104.20200462606,390
1902,"DENMARK",3141.06747998475,390
1903,"DENMARK",3290.29777610253,390
1904,"DENMARK",3325.5800074599,390
1905,"DENMARK",3345.9741697417,390
1906,"DENMARK",3401.79861364466,390
1907,"DENMARK",3486.28108108108,390
1908,"DENMARK",3552.10039159843,390
1909,"DENMARK",3642.51669595782,390
1910,"DENMARK",3705.08327550312,390
1911,"DENMARK",3856.66095303394,390
1912,"DENMARK",3812.22636394442,390
1913,"DENMARK",3912.16895742541,390
1914,"DENMARK",4110.40755467197,390
1915,"DENMARK",3777.94762684124,390
1916,"DENMARK",3891.25808538163,390
1917,"DENMARK",3616.58146964856,390
1918,"DENMARK",3458.5971563981,390
1919,"DENMARK",3859.6283572767,390
1920,"DENMARK",3991.98951264651,390
1921,"DENMARK",3826.05479452055,390
1922,"DENMARK",4166.35159542444,390
1923,"DENMARK",4558.81108462455,390
1924,"DENMARK",4528.1941575686,390
1925,"DENMARK",4378.3795620438,390
1926,"DENMARK",4597.68250289687,390
1927,"DENMARK",4657.92517985612,390
1928,"DENMARK",4785.46754360881,390
1929,"DENMARK",5075.35531552018,390
1930,"DENMARK",5340.7876905703,390
1931,"DENMARK",5359.24068366489,390
1932,"DENMARK",5169.39217318901,390
1933,"DENMARK",5290.52848885219,390
1934,"DENMARK",5402.07037643208,390
1935,"DENMARK",5479.68876860623,390
1936,"DENMARK",5574.76088124664,390
1937,"DENMARK",5668.46359029074,390
1938,"DENMARK",5762.39078633836,390
1939,"DENMARK",5992.95137976347,390
1940,"DENMARK",5116.28392484342,390
1941,"DENMARK",4573.7457934248,390
1942,"DENMARK",4628.53189853958,390
1943,"DENMARK",5079.95188655356,390
1944,"DENMARK",5543.10405202601,390
1945,"DENMARK",5066.13597033375,390
1946,"DENMARK",5776.66422823701,390
1947,"DENMARK",6034.8480463097,390
1948,"DENMARK",6133.01670644391,390
1949,"DENMARK",6494.36879432624,390
1950,"DENMARK",6943.10465933037,390
1951,"DENMARK",6936.48602804151,390
1952,"DENMARK",6955.23765574527,390
1953,"DENMARK",7291.59037644646,390
1954,"DENMARK",7371.31184748071,390
1955,"DENMARK",7395.35931516107,390
1956,"DENMARK",7438.75869786236,390
1957,"DENMARK",7965.09494230063,390
1958,"DENMARK",8095.22290821176,390
1959,"DENMARK",8637.15503066443,390
1960,"DENMARK",8811.83147784327,390
1961,"DENMARK",9311.86639296094,390
1962,"DENMARK",9747.36055162809,390
1963,"DENMARK",9731.66033924057,390
1964,"DENMARK",10559.5750662423,390
1965,"DENMARK",10953.3217040415,390
1966,"DENMARK",11159.7707139135,390
1967,"DENMARK",11436.5131850872,390
1968,"DENMARK",11836.7472726152,390
1969,"DENMARK",12530.5504114248,390
1970,"DENMARK",12685.5513469217,390
1971,"DENMARK",12933.5825848467,390
1972,"DENMARK",13538.3552675337,390
1973,"DENMARK",13945.4278005703,390
1974,"DENMARK",13751.2221778024,390
1975,"DENMARK",13621.125165296,390
1976,"DENMARK",14466.3600255175,390
1977,"DENMARK",14655.4361973729,390
1978,"DENMARK",14825.6931923553,390
1979,"DENMARK",15313.4771732333,390
1980,"DENMARK",15227.3255635779,390
1981,"DENMARK",15096.1462613432,390
1982,"DENMARK",15563.2975823643,390
1983,"DENMARK",15966.2217505163,390
1984,"DENMARK",16675.9298766203,390
1985,"DENMARK",17384.1164825954,390
1986,"DENMARK",17993.2405487396,390
1987,"DENMARK",18023.321131323,390
1988,"DENMARK",18224.3314963829,390
1989,"DENMARK",18261.3349626592,390
1990,"DENMARK",18452.4261080151,390
1991,"DENMARK",18643.79019663,390
1992,"DENMARK",18949.4449267992,390
1993,"DENMARK",18870.4337954549,390
1994,"DENMARK",19847.2664054096,390
1995,"DENMARK",20350.0299085925,390
1996,"DENMARK",20809.6608185356,390
1997,"DENMARK",21387.538183759,390
1998,"DENMARK",21770.865038461,390
1999,"DENMARK",22255.437367132,390
2000,"DENMARK",22966.1184617287,390
2001,"DENMARK",23048.4910835482,390
2002,"DENMARK",23074.6070936184,390
2003,"DENMARK",23079.6549588998,390
2004,"DENMARK",23525.7186347187,390
2005,"DENMARK",24016.885909203,390
2006,"DENMARK",24748.7258423751,390
2007,"DENMARK",25060.2876308494,390
2008,"DENMARK",24788.5999649937,390
2009,"DENMARK",23275.4890001109,390
2010,"DENMARK",23512.6314911578,390
1,"FINLAND",NA,375
730,"FINLAND",NA,375
1000,"FINLAND",NA,375
1150,"FINLAND",NA,375
1280,"FINLAND",NA,375
1300,"FINLAND",NA,375
1348,"FINLAND",NA,375
1400,"FINLAND",NA,375
1450,"FINLAND",NA,375
1500,"FINLAND",NA,375
1550,"FINLAND",NA,375
1570,"FINLAND",NA,375
1600,"FINLAND",NA,375
1650,"FINLAND",NA,375
1700,"FINLAND",NA,375
1720,"FINLAND",NA,375
1750,"FINLAND",NA,375
1775,"FINLAND",NA,375
1800,"FINLAND",NA,375
1801,"FINLAND",NA,375
1802,"FINLAND",NA,375
1803,"FINLAND",NA,375
1804,"FINLAND",NA,375
1805,"FINLAND",NA,375
1806,"FINLAND",NA,375
1807,"FINLAND",NA,375
1808,"FINLAND",NA,375
1809,"FINLAND",NA,375
1810,"FINLAND",NA,375
1811,"FINLAND",NA,375
1812,"FINLAND",NA,375
1813,"FINLAND",NA,375
